,date,total_confirmed,new_confirmed,new_confirmed_after_fft,new_confirmed_after_sg,new_confirmed_after_convolve,total_deaths,new_deaths,new_death_after_fft,new_death_after_sg,new_death_after_convolve,total_recovered
153,2020-09-14,6535779,34933,37848.36445918244,31857.752051798587,121123.92256744184,193828,394,793.2079642774379,852.1706926313595,2382.9315720930235,193828
154,2020-09-15,6568719,32940,39163.429818037126,31442.753144321996,120379.45696744189,194249,421,796.4554451848951,839.6141707372913,2364.256781395349,194249
155,2020-09-16,6608192,39473,40512.70673350372,31092.780631390397,120494.18161860466,195455,1206,797.3661664632492,827.0076214331821,2387.203125581396,195455
156,2020-09-17,6646493,38301,41806.054066727294,30810.678148343708,120652.23828837211,196414,959,795.8103081215189,814.3948867646823,2404.3960930232556,196414
157,2020-09-18,6691943,45450,42960.9420670641,30599.173939335327,120270.14917209304,197277,863,791.8886013667686,801.8204225924651,2377.927590697675,197277
158,2020-09-19,6741352,49409,43909.31328702225,30460.874508085097,119928.53447441859,198241,964,785.9069093217489,789.3291909680922,2342.6197581395345,198241
159,2020-09-20,6784794,43442,44603.07343517925,30398.258544510973,119480.9121488372,198947,706,778.3337838746471,776.9665516286234,2284.7134139534887,198947
160,2020-09-21,6824754,39960,45017.7435599719,30413.671137962523,118821.78005581393,199207,260,769.7457394977216,764.7781529875567,2255.727367441861,199207
161,2020-09-22,6875393,50639,45153.97922535155,30509.31828414249,118505.84840930236,199621,414,760.7659386055843,752.8098227682335,2239.660613953488,199621
162,2020-09-23,6915938,40545,45036.861229558606,30687.261703266795,118660.92163720928,200659,1038,752.0023700803644,741.1074586248992,2255.15471627907,200659
163,2020-09-24,6953517,37579,44713.06717155479,30949.413969934023,119098.15847441861,201719,1060,743.9914038968016,729.716918981883,2274.870176744186,201719
164,2020-09-25,7001420,47903,44246.2246995547,31297.533969850316,119126.15263255818,202621,902,737.1518569052657,718.6839142637484,2258.399739534884,202621
165,2020-09-26,7054778,53358,43710.90795889505,31733.22268758443,119242.24811162791,203536,915,731.7534951385861,708.0538989346055,2217.6050604651155,203536
166,2020-09-27,7100329,45551,43185.85406646501,32257.919332374666,119469.34954418604,204314,778,727.902355133765,697.8719643507927,2204.6631441860472,204314
167,2020-09-28,7139340,39011,42747.036276975836,32872.897811181574,118908.9439255814,204613,299,725.5435474093254,688.1827329123494,2175.134139534884,204613
168,2020-09-29,7171935,32595,42461.23009955571,33579.2635504107,119259.02820465114,204943,330,724.4804786513238,679.0302535009953,2161.4520186046516,204943
169,2020-09-30,7216242,44307,42380.648914719044,34377.95067110041,120262.41201860463,205858,915,724.407860740367,670.4578986322651,2175.247962790698,205858
170,2020-10-01,7256612,40370,42539.11313903229,35269.71952795384,121697.72186046513,206805,947,724.9546104508281,662.5082633914508,2198.286213953488,206805
171,2020-10-02,7302769,46157,42950.06308449028,36255.15460181366,122734.48063255816,207729,924,725.7318965645819,655.2230664505298,2175.5873116279067,207729
172,2020-10-03,7358162,55393,43606.54551835892,37334.66276515365,123834.12145116284,208555,826,726.3812315249628,648.6430533076141,2147.4623627906976,208555
173,2020-10-04,7409200,51038,44483.1149898684,38508.47190789707,124966.90039069764,209250,695,726.6176543723932,642.8079019490526,2131.686176744186,209250
174,2020-10-05,7443947,34747,45539.411305754256,39776.629927498536,125860.20580465117,209614,364,726.2636828948755,637.7561312360324,2115.807479069768,209614
175,2020-10-06,7482538,38591,46725.021052336095,41139.004092329604,127107.67475348838,210089,475,725.270752436857,633.525011931137,2106.855739534884,210089
176,2020-10-07,7527937,45399,47985.118016855435,42595.28076385912,129066.4125023256,210796,707,723.7261958604064,630.1504808780883,2129.0427906976743,210796
177,2020-10-08,7578063,50126,49266.314961384385,44144.96548752845,131090.40561860465,211706,910,721.8453169231533,627.6670581884293,2155.0856930232558,211706
178,2020-10-09,7637139,59076,50522.152688854665,45787.38344056235,132889.70173023254,212679,973,719.9496186748996,626.1077677335225,2133.6056186046517,212679
179,2020-10-10,7694152,57013,51717.701533167856,47521.68024673022,134706.04800000004,213645,966,718.4336224719372,625.5040611657073,2116.573134883721,213645
180,2020-10-11,7750083,55931,52832.84977063699,49346.82313819598,136382.1074604651,214299,654,717.723821240137,625.8857453533446,2102.5764093023254,214299
181,2020-10-12,7796893,46810,53863.992676310394,51261.60247444887,138094.53239069768,214743,444,718.2340505067313,627.2809136191968,2099.9104,214743
182,2020-10-13,7839136,42243,54824.0009725048,53264.63360566321,139972.7037767442,215132,389,720.3218679040931,629.7158807914484,2094.815218604651,215132
183,2020-10-14,7890390,51254,55740.521801345596,55354.35907815574,142596.4005209302,215917,785,724.2503847427761,633.2151220167048,2123.7482418604654,215917
184,2020-10-15,7949592,59202,56652.83188530023,57529.051172937514,145335.72401860467,216920,1003,730.1594143777585,637.8012158294223,2153.6561860465117,216920
185,2020-10-16,8014943,65351,57607.60489337423,59786.81477586752,147581.16982325583,217752,832,738.0488549585583,643.494791139708,2146.534102325581,217752
186,2020-10-17,8084164,69221,58654.05933677454,62125.59056552814,150187.4077767442,218681,929,747.7760062791814,650.3144784307879,2140.068093023255,218681
187,2020-10-18,8141904,57740,59839.00949375486,64543.158518731405,153045.3195534884,219471,790,759.067153286216,658.2768652536447,2135.4762790697678,219471
188,2020-10-19,8193061,51157,61202.34457514052,67037.14171200666,155111.32476279075,219893,422,771.5423656299512,667.3964561045457,2134.0983813953485,219893
189,2020-10-20,8260165,67104,62773.41050993387,69605.01042951946,157689.1252837209,220373,480,784.7511955500343,677.6856363685038,2141.814325581396,220373
190,2020-10-21,8322085,61920,64568.66953028273,72244.0865547865,161151.51136744188,221309,936,798.215923735987,689.1546411733686,2175.2868465116276,221309
191,2020-10-22,8384801,62716,66590.87509677483,74951.54823421125,165154.40167441865,222492,1183,811.478298271917,701.8115280677703,2218.0186418604653,222492
192,2020-10-23,8461142,76341,68829.83735583375,77724.4348096638,169242.52580465117,223331,839,824.1453960339298,715.6621547577879,2253.2805209302323,223331
193,2020-10-24,8544430,83288,71264.68346551304,80559.65200929691,172878.41953488372,224277,946,835.9303316546931,730.7101608644432,2249.159553488372,224277
194,2020-10-25,8628319,83889,73867.35488708084,83453.97738358004,176680.7631627907,225221,944,846.6840299136339,746.956954533558,2258.785748837209,225221
195,2020-10-26,8691501,63182,76606.94650834409,86404.06596737464,179747.29458604654,225645,424,856.4151100381345,764.4017030826155,2254.422995348837,225645
196,2020-10-27,8757728,66227,79454.39431386601,89406.45617138923,183281.83118139533,226145,500,865.2960211543506,783.0413286484536,2274.9507720930237,226145
197,2020-10-28,8835996,78268,82386.96963105688,92457.57587711282,187401.52253023259,227174,1029,873.6548113492632,802.8705078681105,2318.7925209302325,227174
198,2020-10-29,8914642,78646,85392.04442669416,95553.74873258702,191775.43776744188,228201,1027,881.953191519514,823.8816761294745,2362.9439255813954,228201
199,2020-10-30,9006320,91678,88469.65406974911,98691.20063133117,195890.1498790698,229213,1012,890.7527524278205,846.065036231302,2360.625748837209,229213
200,2020-10-31,9106774,100454,91633.49638580509,101866.0663514297,200218.8977860465,230257,1044,900.6722032097902,869.4085713947825,2375.037469767442,230257
201,2020-11-01,9197557,90783,94910.15870587272,105074.39637795907,204237.91918139535,231207,950,912.3392366012819,893.8980624236808,2396.4666418604656,231207
202,2020-11-02,9303323,105766,98336.54387587262,108312.16383691876,208113.29774883724,231702,495,926.3410328869063,919.517109299085,2412.2463627906977,231702
203,2020-11-03,9387302,83979,101955.65495827574,111575.27158491235,212462.59746976744,232221,519,943.1774657308918,946.247156795047,2444.3791627906976,232221
204,2020-11-04,9515628,128326,105811.07849146287,114859.559406534,217152.33759999994,233833,1612,963.2207767077814,974.067524082011,2505.5566883720926,233833
205,2020-11-05,9619184,103556,109940.65997776733,118160.8113085277,221327.1533395349,234982,1149,986.6848807681332,1002.955438662914,2559.717469767442,234982
206,2020-11-06,9749305,130121,114369.97714611971,121474.76291510629,226254.7197395349,236160,1178,1013.6066174634135,1032.8860738175858,2577.644279069767,236160
207,2020-11-07,9877396,128091,119106.27445750864,124797.10893172014,231512.06887441865,237399,1239,1043.8402567005812,1063.832590202027,2595.5640186046508,237399
208,2020-11-08,10009912,132516,124133.51901892645,128123.51066656699,236251.0647813954,238540,1141,1077.0654972029226,1095.7661809923875,2624.3994790697675,238540
209,2020-11-09,10134210,124298,129409.17177038801,131449.60359893925,240751.71832558146,239092,552,1112.8081553288703,1128.6561205312853,2653.0482976744183,239092
210,2020-11-10,10209733,75523,134863.14249075405,134771.00499699343,245828.95877209306,239849,757,1150.471817567912,1162.4698168939126,2690.747125581395,239849
211,2020-11-11,10354834,145101,140399.2223040113,138083.32152067413,251419.02883720933,241308,1459,1189.3779918417495,1197.1728671645121,2759.689376744186,241308
212,2020-11-12,10504221,149387,145899.07716217174,141382.15686052066,257535.76900465117,242805,1497,1228.8117888099055,1232.729116637625,2828.9024000000004,242805
213,2020-11-13,10666089,161868,151228.6579759548,144663.1193550519,263053.9572093023,244173,1368,1268.069917867976,1269.1007207001335,2863.9663255813953,244173
214,2020-11-14,10847215,181126,156246.65741841297,147921.82957842282,268859.8121302325,245372,1199,1306.5077912203164,1306.2482098417775,2897.4791441860466,245372
215,2020-11-15,11019459,172244,160814.4399983967,151153.92789580039,274436.00848372094,246745,1373,1343.5827679641338,1344.1305575931722,2933.0895627906975,246745
216,2020-11-16,11157216,137757,164806.70938895128,154355.0819751687,279521.07162790705,247532,787,1378.890994586058,1382.7052511122538,2975.091051162791,247532
217,2020-11-17,11316341,159125,168122.0706896725,157520.99422372362,284952.6785116279,248342,810,1412.19585228794,1421.9283640701142,3025.8929860465114,248342
218,2020-11-18,11480445,164104,170692.6062879912,160647.40914638634,291492.7867534884,250049,1707,1443.446643492943,1461.754632553626,3099.1188093023256,250049
219,2020-11-19,11653747,173302,172491.61773023184,163730.1206323295,297929.51661395346,251991,1942,1472.786780044524,1502.137532673573,3168.040558139535,251991
220,2020-11-20,11845577,191830,173538.7919206871,166764.9791048037,304102.7145302326,254032,2041,1500.5513227319545,1543.0293602910274,3224.708986046512,254032
221,2020-11-21,12047505,201928,173902.2213388511,169747.8985909334,310070.61983255815,255990,1958,1527.2542280437808,1584.3813134661068,3269.9427720930234,255990
222,2020-11-22,12229516,182011,173696.93249261804,172674.86364156049,315661.7793488372,257627,1637,1553.5660621528527,1626.1435752339275,3312.495702325581,257627
223,2020-11-23,12376095,146579,173079.8375530105,175541.93610512232,321482.0382139535,258686,1059,1580.2832400290524,1668.2653997714283,3355.807218604651,258686
224,2020-11-24,12547989,171894,172241.3008018173,178345.26177892703,327456.96026046516,259759,1073,1608.2900509476588,1710.695198467022,3419.025786046511,259759
225,2020-11-25,12725171,177182,171393.7822798477,181081.07686130606,334116.8367255814,261894,2135,1638.5148643478317,1753.3806282329365,3497.246400000001,261894
226,2020-11-26,12910268,185097,170758.26409974214,183745.71426088212,341206.10329302325,264151,2257,1671.8820028304865,1796.268680714505,3581.3101767441863,264151
227,2020-11-27,13028611,118343,170549.3604443012,186335.6096910979,347915.3246139535,265552,1401,1709.260853868503,1839.305772042832,3643.589879069767,265552
228,2020-11-28,13231677,203066,170960.14400034136,188847.30759187022,354314.0113488371,267106,1554,1751.4138951771008,1882.4378342754512,3694.8676093023264,267106
229,2020-11-29,13390420,158743,172147.77803075596,191277.46685824438,360476.1217488372,268464,1358,1798.9454467302105,1925.610406462206,3758.2558511627913,268464
230,2020-11-30,13531226,140806,174221.0188092575,193622.86629289738,366504.8503813953,269515,1051,1852.2531366485168,1968.7687269675807,3816.577190697674,269515
231,2020-12-01,13686970,155744,177230.54833619212,195880.40990580077,373339.84569302335,270827,1312,1911.4842636936955,2011.857825370174,3884.0892279069776,270827
232,2020-12-02,13881005,194035,181162.91894054343,198047.13196078356,380693.6926511628,273379,2552,1976.4994249107135,2054.8226155037487,3976.780241860465,273379
233,2020-12-03,14085509,204504,185938.65205641076,200120.20174384603,387193.01399069774,276209,2830,2046.8459089331907,2097.6079870057556,4068.446139534883,276209
234,2020-12-04,14309670,224161,191414.75034766976,202096.92813190297,394132.03739534883,279178,2969,2121.7433814081805,2140.1588982571575,4134.406362790697,279178
235,2020-12-05,14544983,235313,197391.57600793467,203974.76389605392,401152.906083721,281790,2612,2200.084255462383,2182.4204676671234,4187.207627906976,281790
236,2020-12-06,14766893,221910,203623.74081860034,205751.30970354524,407438.9014325581,284180,2390,2280.4508002417574,2224.3380649816136,4262.859795348837,284180
237,2020-12-07,14946112,179219,209834.3677980874,207424.31789961798,413368.5416186047,285583,1403,2361.150461906627,2265.857402349433,4332.745153488373,285583
238,2020-12-08,15136263,190151,215731.84077868285,208991.69601007164,419302.0758325582,287142,1559,2440.270043184579,2306.924623124486,4403.191144186046,287142
239,2020-12-09,15367212,230949,221027.9745856412,210451.50991218188,426566.07382325584,289725,2583,2515.7483256230503,2347.486391622382,4506.650827906978,289725
240,2020-12-10,15588347,221135,225456.42779755444,211801.98678113436,433729.184111628,292906,3181,2585.465468544515,2387.489979904299,4608.276613953489,292906
241,2020-12-11,15823022,234675,228790.15010278946,213041.51773644114,440240.8266418606,295892,2986,2647.3461550791694,2426.883354464833,4679.936483720931,295892
242,2020-12-12,16063279,240257,230856.70894033686,214168.66014251046,446807.87847441866,299273,3381,2699.4720787021283,2465.615260884829,4753.662139534883,299273
243,2020-12-13,16285443,222164,231550.4714268416,215182.13971933586,452641.4044651163,301806,2533,2740.1980921366367,2503.635307173582,4830.098344186047,301806
244,2020-12-14,16472147,186704,230840.8180165433,216080.852204087,457967.7743255814,303465,1659,2768.265301807853,2540.89404511377,4905.164427906978,303465
245,2020-12-15,16672776,200629,228775.8196880352,216863.86487917995,463918.4357581396,305114,1649,2782.903709826232,2577.343050078723,4986.52543255814,305114
246,2020-12-16,16894828,222052,225481.10286434356,217530.41766900138,468985.71419534885,308101,2987,2783.9167907258347,2612.934998531708,5098.015665116278,308101
247,2020-12-17,17135514,240686,221153.93564959295,218079.92398228278,475427.9485767442,311834,3733,2771.740722845554,2647.6237433903707,5210.598176744186,311834
248,2020-12-18,17372721,237207,216052.87440602906,218511.9712473527,479201.53521860467,315284,3450,2747.4719163942696,2681.364388064133,5258.308502325582,315284
249,2020-12-19,17621693,248972,210483.59097451172,218826.32116925763,484525.1697860466,318226,2942,2712.857986937888,2714.1133562961895,5335.901320930234,318226
250,2020-12-20,17824263,202570,204781.73978695166,219022.9096147106,488244.64513488376,320980,2754,2670.2493579453308,2745.828461228869,5412.949060465116,320980
251,2020-12-21,18009622,185359,199293.9057925643,219101.84624046754,492078.592744186,322749,1769,2622.511131486023,2776.468971267925,5486.795609302325,322749
252,2020-12-22,18199338,189716,194357.78773098,219063.41385358764,495641.2917581395,324546,1797,2572.8975881100264,2805.9956731563957,5567.050195348837,324546
253,2020-12-23,18401293,201955,190282.8107823524,218908.06739004367,499696.2706976745,327844,3298,2524.8944744048385,2834.37093209538,5685.223479069768,327844
254,2020-12-24,18627073,225780,187332.32693693865,218636.43264950352,506750.41041860473,331223,3379,2482.036895504074,2861.558749882105,5793.1668093023245,331223
255,2020-12-25,18831976,204903,185708.45436039718,218249.3047149452,509559.24599069764,334145,2922,2447.7129292113905,2887.524818392038,5860.142958139534,334145
256,2020-12-26,18940661,108685,185540.43684375894,217747.64610215812,512094.9608930233,335650,1505,2424.9648096927704,2912.236572361812,5926.347795348837,335650
257,2020-12-27,19159654,218993,186877.1831276866,217132.584612597,513835.8232558139,337563,1913,2416.300513888078,2935.663236897322,6001.363683720931,337563
258,2020-12-28,19314648,154994,189684.38832857445,216405.41087817587,514342.71851162775,339001,1438,2423.528692843162,2957.7758729538546,6086.851311627906,339001
259,2020-12-29,19481333,166685,193846.36250980487,215567.57566171803,515327.9620093022,340878,1877,2447.629055069641,2978.5474188501207,6161.814883720931,340878
260,2020-12-30,19683000,201667,199172.41195696694,214620.68692145933,518379.5055255815,344494,3616,2488.668533454031,2997.952729880364,6274.017748837209,344494
261,2020-12-31,19905949,222949,205407.35383927188,213566.50643140436,520087.113823256,348427,3933,2545.770930441277,3015.9686121931563,6386.657525581396,348427
262,2021-01-01,20164077,258128,212245.51015351224,212406.94647127352,521451.13637209294,351754,3327,2617.1443908498773,3032.5738553680803,6445.809562790697,351754
263,2021-01-02,20330344,166267,219347.33533779252,211144.06582564543,522204.13164651155,353948,2194,2700.1672151198827,3047.749261175632,6491.339572093024,353948
264,2021-01-03,20626223,295879,226357.69391226454,209780.06596945922,521757.822883721,356547,2599,2791.528465665611,3061.477666941438,6531.030660465116,356547
265,2021-01-04,20829873,203650,232924.7266969762,208317.28676592305,520601.691795349,357984,1437,2887.4158337333865,3073.7439693212245,6575.230846511628,357984
266,2021-01-05,21011519,181646,238718.22960780855,206758.2019069197,520566.4808186046,359964,1980,2983.739630138492,3084.535138983317,6638.461432558141,359964
267,2021-01-06,21242773,231254,243446.51703998348,205105.41430399593,522623.3391627908,363568,3604,3076.378830328295,3093.8402373881,6737.248000000003,363568
268,2021-01-07,21499615,256842,246870.848161023,203361.651158976,523069.0477023256,367492,3924,3161.4330916075664,3101.6504270506375,6836.154046511628,367492
269,2021-01-08,21788251,288636,248816.65161084852,201529.75874661066,523118.43851162784,371520,4028,3235.4637549915155,3107.958976269298,6870.824186046511,371520
270,2021-01-09,22091738,303487,249180.98203860671,199612.6973056879,522611.0137302327,375709,4189,3295.70715335062,3112.761266188352,6898.273265116277,375709
271,2021-01-10,22351272,259534,247935.868456554,197613.53529246768,526130.4662697674,378965,3256,3340.2450876618336,3116.05478799799,6978.143255813952,378965
272,2021-01-11,22564648,213376,245127.45610964144,195535.44384715962,524396.1229395351,381069,2104,3368.1200254566243,3117.839140617442,7048.479665116281,381069
273,2021-01-12,22775465,210817,240871.0864366137,193381.69097498598,525283.1560558139,382905,1836,3379.3862493063857,3118.116022903398,7130.621879069768,382905
274,2021-01-13,22994386,218921,235342.68992892656,191155.63541925614,527212.1329116279,387294,4389,3375.0925868974437,3116.8892236670727,7232.295739534883,387294
275,2021-01-14,23224228,229842,228767.07140549182,188860.7206764606,528175.8030139534,391312,4018,3357.1971733708174,3114.16460651169,7319.480818604651,391312
276,2021-01-15,23462271,238043,221403.83514437,186500.4685310568,526729.3865674419,395104,3792,3328.4195769255552,3109.950092644277,7331.187646511629,395104
277,2021-01-16,23709211,246940,213531.81935921838,184078.47287124622,524557.5384558141,398916,3812,3292.040193460262,3104.2556404326097,7325.51486511628,398916
278,2021-01-17,23917843,208632,205432.9792391661,181598.39302855398,521078.7738418604,402493,3577,3251.6607346813507,3097.093220519471,7310.366474418606,402493
279,2021-01-18,24094518,176675,197376.67172804696,179063.9472093751,516792.2748651162,404484,1991,3210.9425902106723,3088.4767879503347,7315.8596837209325,404484
280,2021-01-19,24235601,141083,189605.25311028285,176478.90588827658,513202.3169488372,406049,1565,3173.341600420501,3078.4222509120955,7334.094027906976,406049
281,2021-01-20,24399887,164286,182321.8051931169,173847.08488402845,512121.5785674417,408450,2401,3141.858184503227,3066.947438603832,7412.712669767441,408450
282,2021-01-21,24585281,185394,175680.6633726355,171172.33859356897,510289.24896744185,412892,4442,3118.8207809405903,3054.0720615302444,7482.569041860467,412892
283,2021-01-22,24777591,192310,169781.23882949445,168458.55327098496,505861.56885581405,417029,4137,3105.718235136232,3039.8176723559127,7489.720111627908,417029
284,2021-01-23,24967120,189529,164665.41848414275,165709.63983993485,501921.51464186027,420806,3777,3103.093274834253,3024.2076231771607,7459.482009302324,420806
285,2021-01-24,25141997,174877,160318.60279404736,162929.5271194351,497034.23106976756,424362,3556,3110.50480284017,3007.267018790125,7440.071255813953,424362
286,2021-01-25,25279828,137831,156674.21660566534,160122.15485421484,491667.4454697675,426220,1858,3126.56173551926,2989.022668037311,7394.756874418606,426220
287,2021-01-26,25421949,142121,153621.3158633903,157291.4666747892,487274.9933023256,427990,1770,3149.025898753454,2969.503032551338,7399.708539534883,427990
288,2021-01-27,25566731,144782,151014.72615179513,154441.40327442586,484945.9588093024,431972,3982,3174.976452820624,2948.73817098381,7457.887776744187,431972
289,2021-01-28,25721867,155136,148686.9994566437,151575.8953351257,481669.6171906976,436100,4128,3201.0238339107086,2926.759685947876,7516.620576744185,436100
290,2021-01-29,25889303,167436,146461.3725931786,148698.85681927516,476978.2418232559,439950,3850,3223.5576104748643,2903.6006599536327,7493.004018604651,439950
291,2021-01-30,26055141,165838,144164.86101107203,145814.17790451617,471027.64472558134,443549,3599,3239.0102265518285,2879.295598892992,7422.403199999999,443549
292,2021-01-31,26200811,145670,141640.62833153366,142925.71848094565,465158.7585860464,446450,2901,3244.117521364533,2853.8803665027554,7367.27456744186,446450
293,2021-02-01,26316240,115429,138758.83455479174,140037.3011818219,458426.0133209302,448407,1957,3236.1572512084467,2827.3921172935284,7341.328520930232,448407
294,2021-02-02,26445632,129392,135425.2802634344,137152.70497445203,454410.0142511628,450184,1777,3213.1485633506622,2799.8692320970763,7325.360744186049,450184
295,2021-02-03,26559499,113867,131587.3227229954,134275.65841481747,451347.84628837206,453717,3533,3173.9983437470996,2771.351246914855,7368.921823255814,453717
296,2021-02-04,26682606,123107,127236.73189083724,131409.83349645327,447928.6784000001,457634,3917,3118.584347714704,2741.8787811057914,7410.370455813954,457634
297,2021-02-05,26806544,123938,122409.36696429247,128558.83918656978,443665.379572093,461518,3884,3047.7697163564458,2711.493469574451,7359.391776744185,461518
298,2021-02-06,26938205,131661,117181.77269445948,125726.21522643148,437837.75754418614,465192,3674,2963.3485215252945,2680.2378806416955,7301.838920930233,465192
299,2021-02-07,27049141,110936,111665.00420756545,122915.42628489323,433174.9058604653,467929,2737,2867.9269858224975,2648.1554502378617,7270.552372093022,467929
300,2021-02-08,27141041,91900,105996.17499101203,120129.8558721945,434309.9952000001,469406,1477,2764.7496163422843,2615.290397130879,7324.91393488372,469406
301,2021-02-09,27226044,85003,100328.37207596209,117372.80084076765,428618.51780465123,470857,1451,2657.48333285454,2581.687650753853,7353.4934697674435,470857
302,2021-02-10,27320646,94602,94819.68487834594,114647.46572261474,426746.2701767442,473922,3065,2549.975486413855,2547.392771005651,7410.604465116279,473922
303,2021-02-11,27416458,95812,89622.14256776679,-4.377077752335892e-23,424107.03761860466,477328,3406,2446.003259406904,-6.087566275175612e-25,7440.782474418603,477328
